"record","uuid","date","hsample","hsampletype","state","s3","s4","h3r1","h3r2","h3r3","h3r4","h3r5","h3r7","h3none","s5","s6","s7","h1r1","h1r2","h1r3","h1r4","h1none","s8","s9","s10","rh","q1r1","q1r2","q1r3","q1r4","q1r5","q1r6","q1r7","q1r8","q1r9","q1r20","q1r10","q1r11","q1r12","q1r13","q1r14","q1r15","q1r16","q1r17","q1r18","q1r19","q2","q3","q4","q5","q6","q7","q8","q9r1","q9r2","q9r3","q9r4","q9r5","q9r6","q9r7","q9r8","q9r9","q9r10","q9r11","q9r12","q9r13","q9r14","q9r15","q10","q18r1","q18r2","q18r3","q18r4","q18r5","q18r6","q18r7","q18r8","q19","q20r1","q20r2","q20r3","q21r1","q21r2","q21r3","q21r4","q21r5","q21r6","q21r7","q21r8","q21r9","q22","q23","q24","q25","q26r1","q26r2","q26r3","q26r4","q26r5","q26r6","q26r7","q28","q29","q30","d1","d2","d3","d4r1","d4r2","d4r3","d4r4","d4r5","d5","d6","d12r1","d12r2","d12r3","d7","d8r1","d8r2","d8r3","d8r4","d8r5","d8r6","d8r7","d9r1","d9r2","d9r3","d9r4","d10","d11","conditionsmarker_split_b","conditionsmarker_split_a","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","azcounty","hpid3","q12","q16","az1","az2","az3","az4","az5","az6","az7","az8","az9","az10","az11","az12","az13","az14","az15","az16","az17","az18","q49","q50","q51","d13","weight","race","pid3"
919,"rs929epxxg0bm9dp",10/20/2022 19:51:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1993,1,0,0,0,0,1,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,4,2,3,2,2,2,3,,,,,,,3,3,,,2,4,1,4,1,1,2,4,4,2,,,,1,1,1,4,1,4,4,1,2,2,2,2,1,4,4,4,4,4,4,4,4,3,3,12,,3,0,1,0,0,0,2,2,1,2,3,1,0,0,0,0,1,1,0,4,4,4,4,3,4,1,0,3,950.62,12,,13,,1,1,10/20/2022 19:35:00,8,2,2,2,2,3,1,1,1,1,1,,5,2,3,1,4,4,,1,1,2,3,1,,"85353",0.452724546194077,1,2
920,"sde30kuj0k73380f",10/20/2022 19:50:00,3,2,3,5,2,0,1,0,0,0,0,0,1,2,1981,0,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,2,4,7,1,4,1,4,2,,,,,,,1,3,,,1,4,4,1,1,3,2,4,4,1,1,0,0,1,2,1,1,1,1,1,4,4,3,2,1,3,3,2,1,1,1,1,1,4,1,1,,,1,1,0,0,0,0,,,,,,3,0,1,1,0,0,0,0,1,2,1,2,2,6,1,0,3,893.86,12,,13,,1,1,10/20/2022 19:35:00,8,1,1,1,1,6,2,2,1,1,5,,5,1,1,4,3,10,,5,1,1,2,2,,"85382",0.880649983882904,2,1
921,"n7b9ed8qgmh570uz",10/20/2022 20:09:00,98,1,3,3,1,1,0,0,0,0,0,0,1,2,1987,0,1,0,0,0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,3,8,1,4,2,3,2,,,,,,,2,3,,,1,4,2,1,3,1,2,2,4,2,,,,1,1,1,1,1,1,4,4,4,1,2,2,3,1,1,1,1,1,1,1,2,1,1,,,1,1,0,0,0,0,,,,,,1,0,0,1,0,0,0,0,1,1,1,1,1,4,0,1,5,1953,4,,10,,5,6,10/20/2022 19:36:00,8,1,1,1,1,3,2,2,2,2,2,2,,2,3,2,2,10,1,,2,2,1,,1,"85338",0.440324991941452,2,1
922,"pr0eqr9z6rfh4vkx",10/20/2022 20:10:00,98,1,3,6,1,0,0,0,0,0,1,0,1,1,1990,0,1,0,0,0,1,5,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,3,4,4,7,4,4,4,3,4,,,,,,,5,5,,,6,3,1,2,1,4,2,1,4,2,,,,4,2,1,3,1,2,4,4,3,2,3,1,1,4,4,4,4,4,4,4,3,5,5,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,1,6,3,1,0,5,1965.42,4,,10,,5,6,10/20/2022 19:36:00,8,2,6,6,6,6,2,2,1,2,3,,3,1,3,2,2,5,,5,3,2,2,1,,"85301",0.800000011920929,2,2
923,"d4sd4unmxngsjwa3",10/20/2022 20:08:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,2000,1,0,0,0,0,1,2,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,3,5,4,4,4,4,5,,,,,,,4,5,,,2,4,2,1,1,1,4,3,4,2,,,,2,2,1,3,1,3,1,2,1,3,2,2,1,4,4,1,4,4,1,1,4,1,1,1,,3,1,0,0,0,0,1,2,3,1,2,4,1,0,0,0,0,0,0,1,1,2,3,1,5,0,1,6,1884.97,14,,10,,1,2,10/20/2022 19:37:00,8,2,2,6,6,5,2,2,1,1,3,2,,1,3,3,3,5,3,,1,2,2,,2,"85281",0.305235028266907,1,2
926,"1efv8seqq0jajape",10/20/2022 20:25:00,98,1,3,2,,0,0,0,1,0,0,0,1,2,1966,0,0,1,0,0,1,6,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,2,1,1,10,4,1,4,1,4,,,,,,,4,4,,,4,4,1,1,1,2,4,4,4,2,,,,1,1,1,4,4,1,4,4,4,2,2,1,1,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,0,0,0,1,0,0,0,1,1,1,1,4,5,0,1,5,2412.18,4,,10,,5,6,10/20/2022 19:44:00,11,3,4,4,4,1,1,1,2,1,2,1,,1,3,5,1,0,4,,2,4,1,,2,"85741",2.41749739646912,2,3
930,"k42qz7nqr5qvkgny",10/20/2022 20:26:00,98,1,3,2,,0,0,0,1,0,0,0,1,1,1991,0,1,0,0,0,1,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,3,3,10,3,2,3,2,3,,,,,,,3,3,,,3,4,2,1,2,1,3,3,4,1,0,0,1,4,2,2,1,2,2,3,4,4,2,3,2,1,2,2,2,2,2,4,4,2,2,2,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,2,2,4,1,0,1,5,1938.57,4,,10,,5,6,10/20/2022 19:52:00,8,2,3,3,3,2,1,1,2,1,2,2,,1,3,3,1,5,2,,1,3,2,,2,"85296",2.31339454650879,2,2
933,"b75nsjgfza558ez6",10/20/2022 20:24:00,4,2,3,1,,0,0,0,0,1,0,0,1,2,1975,0,0,1,0,0,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,2,3,10,2,4,1,4,1,,,,,,,1,2,,,1,4,2,4,1,3,2,4,4,2,,,,1,2,1,1,1,1,1,2,4,2,3,1,3,1,1,1,1,1,1,1,2,1,1,21,2,1,0,0,0,1,0,4,4,3,1,2,3,0,0,1,0,0,0,0,1,1,1,2,1,4,0,1,4,1590.16,14,,10,,1,2,10/20/2022 19:57:00,11,1,1,1,1,3,1,2,2,2,1,3,,1,3,3,5,10,1,,1,1,3,,2,"85711",0.345831274986267,1,1
934,"kth56unvu1dc26wy",10/20/2022 20:17:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,2000,1,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,2,2,1,6,3,3,3,2,1,,,,,,,3,2,,,3,4,1,1,1,1,3,3,3,1,1,0,0,1,1,1,4,1,1,1,1,4,2,3,1,2,1,2,1,1,2,1,2,2,2,2,12,,1,0,0,0,1,0,3,4,3,1,2,4,0,0,1,0,0,0,0,4,4,4,4,2,4,1,0,6,1116.35,12,,13,,1,1,10/20/2022 19:57:00,12,1,3,3,2,3,1,1,2,2,3,,1,2,1,2,1,10,,5,1,1,1,2,,"85123",0.493671059608459,1,1
935,"a6154kbj0c1ywth2",10/20/2022 20:03:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,2001,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,1,1,2,2,6,2,3,3,2,2,,,,,,,1,2,,,4,1,2,1,1,1,1,1,1,1,1,1,0,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,20,,2,0,1,0,0,0,2,1,1,2,3,1,0,1,0,0,0,0,0,1,2,2,2,2,2,0,1,6,272,12,,13,,1,1,10/20/2022 19:58:00,4,1,3,4,4,3,1,1,1,1,2,1,,2,1,2,5,10,3,,2,1,2,,2,"85022",0.342827081680298,1,1
936,"q0v1035dgcwuuy7v",10/20/2022 20:29:00,98,1,3,1,,0,0,0,0,1,0,0,1,1,1990,0,1,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,3,2,2,3,9,2,5,2,3,2,,,,,,,2,2,,,2,1,1,1,1,2,3,3,3,2,,,,2,2,2,2,2,2,3,3,2,2,3,2,2,1,1,1,1,1,1,1,2,3,3,12,,,1,0,0,0,0,1,1,1,2,3,1,1,0,0,0,0,0,0,2,3,3,3,2,2,1,0,5,1831.73,4,,10,,5,6,10/20/2022 19:58:00,8,1,2,2,2,3,2,1,1,1,2,,2,1,1,2,2,5,,2,3,2,2,1,,"85041",0.560516059398651,1,1
937,"1cqp08y5f6h00td8",10/20/2022 20:28:00,98,1,3,2,,0,0,0,1,0,0,0,1,2,1987,0,1,0,0,0,1,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,4,10,2,4,2,4,2,,,,,,,2,4,,,1,4,4,3,4,4,2,4,4,1,1,0,0,2,1,1,1,1,1,2,4,4,1,3,1,3,3,3,1,1,3,1,1,2,1,1,,,1,0,0,0,1,1,,,,,,2,0,1,0,1,0,0,0,1,1,1,1,2,6,1,0,5,1792.94,4,,10,,5,6,10/20/2022 19:58:00,8,1,1,1,1,4,2,1,1,1,3,,2,1,3,5,2,10,,5,1,1,2,2,,"85373",1.91946589946747,2,1
939,"2189h4cc5sqf5cp0",10/20/2022 20:33:00,98,1,3,1,,0,0,0,0,1,0,0,1,2,1944,0,0,0,1,0,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,4,3,5,6,6,6,6,6,,,,,,,6,5,,,6,4,4,4,4,4,3,3,4,2,,,,2,4,1,1,2,2,1,4,1,3,2,1,3,4,1,4,2,1,4,4,3,5,5,12,,,1,0,0,0,0,1,4,1,2,3,2,1,0,0,0,0,0,0,1,4,4,4,3,2,0,1,5,1768.72,4,,10,,5,6,10/20/2022 20:02:00,11,2,6,6,6,6,4,1,2,1,3,5,,1,3,3,1,10,1,,3,1,3,,2,"89629",0.534643173217773,1,2
940,"ee1rqq25wyner20a",10/20/2022 20:30:00,98,1,3,3,1,1,0,0,0,0,0,0,1,1,1992,0,1,0,0,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,4,10,1,4,1,4,1,,,,,,,1,1,,,1,2,2,1,1,2,1,2,4,1,0,1,0,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1,1,1,3,4,1,1,1,1,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,4,1,3,1,0,5,1628.06,4,,10,,5,6,10/20/2022 20:02:00,15,1,1,1,1,4,1,1,1,1,1,,2,1,3,1,1,10,,1,2,3,1,2,,"85365",0.440324991941452,2,1
943,"s90r12y8fek0ftg7",10/20/2022 20:15:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1995,1,0,0,0,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,2,3,5,2,4,2,3,2,,,,,,,2,5,,,2,4,1,1,1,1,3,3,4,1,1,0,0,1,1,1,1,1,1,1,4,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,12,,2,0,0,0,1,0,1,2,2,1,3,2,0,1,0,0,0,0,0,1,1,1,2,2,1,0,1,3,495.98,12,,13,,1,1,10/20/2022 20:06:00,8,1,1,1,1,6,1,2,2,2,3,2,,2,2,1,4,4,2,,2,2,1,,2,"85033",0.497996956110001,1,1
955,"f6556988uhurpbku",10/20/2022 20:23:00,113,2,3,2,,0,0,0,1,0,0,0,1,1,1964,0,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,1,1,9,1,4,2,4,2,,,,,,,1,4,,,1,4,4,3,4,4,4,4,4,2,,,,1,1,1,2,1,1,2,4,4,2,3,1,3,1,1,1,1,1,1,1,3,1,1,,,1,0,0,0,0,1,,,,,,4,0,0,1,0,0,0,0,1,1,1,1,1,4,1,0,6,567.86,4,,10,,5,6,10/20/2022 20:14:00,11,1,1,1,1,3,2,2,2,2,1,,5,1,1,3,3,10,,5,1,1,2,2,,"85710",1.72751927375793,2,1
957,"9733p0sreyb0ydce",10/20/2022 20:29:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1998,1,0,0,0,0,1,3,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,4,3,2,9,4,1,4,1,4,,,,,,,3,2,,,4,4,1,2,1,4,4,3,4,1,0,0,1,4,2,2,4,3,1,1,2,2,3,2,2,1,2,2,3,3,2,2,2,1,2,2,12,,3,1,0,0,0,0,6,3,3,2,1,1,1,0,0,0,0,0,0,1,1,1,3,5,2,0,1,3,812.12,12,,13,,1,1,10/20/2022 20:15:00,8,3,4,4,4,1,2,2,3,3,2,1,,1,3,1,1,3,5,,2,4,1,,2,"85302",0.518354594707489,1,3
960,"4tqguwz4vjbydfue",10/20/2022 20:47:00,98,1,3,3,1,1,0,0,0,0,0,0,1,2,1949,0,0,0,1,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,4,10,1,4,2,4,2,,,,,,,1,5,,,1,3,4,4,4,4,1,1,1,1,1,1,0,2,2,1,1,2,1,3,2,3,2,1,1,2,1,1,1,1,2,1,4,3,1,1,,,3,1,0,0,0,0,,,,,,2,0,1,0,0,0,0,1,1,1,1,1,2,2,1,0,5,1387.05,4,,10,,5,6,10/20/2022 20:16:00,8,2,1,1,1,3,1,1,1,1,1,,2,1,2,2,2,10,,2,1,3,1,2,,"85302",0.440324991941452,2,2
961,"tue6utjmnwsk3p81",10/20/2022 20:57:00,98,1,3,6,1,0,0,0,0,0,1,0,1,1,1984,0,1,0,0,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,2,1,2,4,5,2,4,6,4,2,,,,,,,1,4,,,1,4,1,2,3,2,4,4,4,1,1,0,0,2,1,1,3,1,2,1,4,4,3,1,1,3,1,4,1,1,4,1,4,3,1,1,,,,1,0,0,0,0,,,,,,3,0,1,0,0,0,0,0,1,1,1,1,1,6,0,1,5,2204.07,4,,10,,5,6,10/20/2022 20:17:00,8,2,1,1,1,1,3,2,3,2,4,2,,2,1,2,1,10,1,,1,1,2,,2,"85042",0.880649983882904,2,2
962,"9apmahymxj1b7w06",10/20/2022 20:22:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,2003,1,0,0,0,0,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,6,3,2,3,1,2,,,,,,,3,3,,,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,3,2,2,1,2,1,2,1,2,1,2,4,2,2,3,1,2,2,2,21,1,2,0,0,1,1,0,1,1,1,2,3,2,1,0,0,0,0,0,0,2,4,4,2,2,3,0,1,6,266.85,12,,13,,1,1,10/20/2022 20:18:00,14,1,5,3,3,2,1,2,1,2,3,2,,2,2,2,2,4,2,,2,2,2,,1,"85072",0.261201590299606,1,1
965,"akkmunudftf09h1d",10/20/2022 20:32:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1965,0,0,1,0,0,1,3,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,10,4,1,4,2,4,,,,,,,4,3,,,4,4,2,1,3,1,4,1,4,1,0,1,0,3,4,2,3,4,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,12,,3,0,0,1,0,0,4,4,3,2,1,2,1,0,0,0,0,0,0,1,1,1,1,5,5,1,0,3,663.2,12,,13,,1,1,10/20/2022 20:21:00,11,3,4,4,4,1,1,1,4,4,4,,1,3,3,1,4,1,,2,3,4,2,1,,"85614",0.518354594707489,1,3
969,"ghw6y8qdcnqbcb8v",10/20/2022 20:44:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1993,1,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,1,2,1,4,1,10,4,1,4,1,4,,,,,,,3,6,,,4,4,3,1,1,1,1,1,4,1,0,1,0,2,2,2,3,2,2,3,2,2,1,2,1,1,2,2,2,2,2,3,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,0,0,1,0,0,0,0,1,1,1,1,4,2,0,1,3,1255.62,13,,11,,5,6,10/20/2022 20:23:00,8,3,4,4,4,1,2,2,3,2,3,2,,2,1,1,2,0,4,,3,3,2,,2,"85345",2.41749739646912,2,3
972,"w0fw6eattyx480rj",10/20/2022 20:59:00,98,1,3,3,1,1,0,0,0,0,0,0,1,1,1998,1,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,3,3,1,4,7,3,4,2,2,2,,,,,,,5,5,,,2,4,4,3,2,1,2,2,4,2,,,,1,1,2,2,2,1,2,2,3,2,2,1,2,3,2,1,1,2,1,1,2,1,3,,,1,1,0,0,0,0,,,,,,2,0,0,1,0,0,0,0,1,4,4,4,2,4,0,1,5,1745.09,4,,10,,5,6,10/20/2022 20:26:00,9,2,2,2,1,4,2,2,2,2,2,1,,1,1,2,2,8,1,,2,1,1,,2,"86406",0.440324991941452,2,2
973,"hhzdeb2zv9quv8fe",10/20/2022 20:53:00,98,1,3,2,,0,0,0,1,0,0,0,1,1,1990,0,1,0,0,0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,3,3,4,5,2,3,2,3,2,,,,,,,2,2,,,5,4,4,4,4,4,4,4,4,1,0,0,1,1,1,2,1,2,1,1,2,3,2,3,1,1,4,4,4,4,4,4,4,3,5,5,,,1,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,1,1,4,4,6,3,1,0,5,1498.26,4,,10,,5,6,10/20/2022 20:26:00,11,2,2,5,2,3,2,2,2,2,2,,3,1,3,3,2,5,,5,2,1,1,2,,"85718",1.11813545227051,2,2
974,"nsa71jp5tb389tav",10/20/2022 20:39:00,4,2,3,1,,0,0,0,0,1,0,0,1,2,1979,0,0,1,0,0,1,3,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,4,5,2,5,5,6,2,,,,,,,6,6,,,2,3,1,1,1,1,1,1,3,2,,,,1,2,1,1,1,2,3,4,3,2,3,2,1,4,4,4,4,4,4,4,2,5,5,21,1,3,1,0,0,0,0,5,3,1,2,3,1,0,1,0,0,0,0,0,4,4,4,4,3,3,1,0,4,699.51,14,,10,,1,2,10/20/2022 20:26:00,8,2,6,6,6,6,2,2,1,1,1,,1,2,1,2,3,5,,1,1,1,2,2,,"85209",0.285600006580353,1,2
978,"w10w2ya96x6a6px9",10/20/2022 20:44:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1989,0,1,0,0,0,1,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,3,3,4,10,2,4,2,4,2,,,,,,,2,3,,,2,4,4,4,3,4,2,4,3,1,0,0,1,1,2,1,2,2,1,2,4,3,3,3,1,3,1,4,4,1,3,1,1,3,1,1,12,,2,1,0,0,0,0,3,3,1,3,2,3,0,0,0,1,0,0,0,1,4,1,3,2,4,0,1,6,961.35,12,,13,,1,1,10/20/2022 20:28:00,8,2,1,1,1,4,2,2,3,2,2,2,,1,3,2,1,10,1,,1,1,1,,2,"85014",0.517399489879608,1,2
979,"tym7jvhs5ekcx77c",10/20/2022 20:55:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1993,1,0,0,0,0,1,3,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,3,5,5,4,2,3,3,,,,,,,2,5,,,6,4,2,1,2,2,4,4,4,1,0,0,1,1,2,2,1,1,2,1,3,1,3,3,2,2,4,3,3,3,4,4,4,3,3,5,9,,2,1,0,0,0,0,5,3,3,1,2,2,0,1,0,0,0,0,0,1,3,3,2,3,2,1,0,3,1544.75,14,,10,,1,2,10/20/2022 20:28:00,11,2,2,6,3,6,1,1,2,1,2,,3,1,3,2,3,5,,2,1,3,1,1,,"85641",0.305235028266907,1,2
982,"53dq7s3j4qbggkcb",10/20/2022 20:57:00,98,1,3,3,1,1,0,0,0,0,0,0,1,1,1990,0,1,0,0,0,1,5,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,8,2,2,2,1,2,,,,,,,2,2,,,4,1,1,2,1,1,1,1,1,2,,,,3,3,2,3,3,2,3,3,3,1,2,1,3,2,3,2,2,2,3,2,3,2,2,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,2,1,1,2,5,1,1,0,5,1585.86,4,,10,,5,6,10/20/2022 20:30:00,1,2,4,4,4,1,2,1,2,1,1,,3,2,1,2,2,6,,2,2,2,3,2,,"85541",0.504157483577728,2,2
984,"z05r6kyy2pejkt1m",10/20/2022 20:49:00,98,1,3,2,,0,0,0,1,0,0,0,1,2,1969,0,0,1,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,2,10,1,2,2,2,1,,,,,,,2,2,,,1,1,1,1,1,1,2,2,2,1,1,0,0,2,3,2,3,3,3,3,3,3,1,1,1,2,3,3,1,1,1,3,3,1,1,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,1,5,1039.45,4,,10,,5,6,10/20/2022 20:30:00,8,1,2,2,2,2,2,1,1,2,2,2,,2,1,2,1,9,2,,3,2,2,,1,"85138",1.91946601867676,2,1
985,"ys32jd4bsacnb5vv",10/20/2022 20:50:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,1963,0,0,1,0,0,1,2,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,2,2,2,9,4,1,4,1,4,,,,,,,4,4,,,4,1,2,1,1,1,1,1,1,2,,,,3,3,1,4,4,3,3,3,1,2,3,1,1,2,2,2,2,2,2,2,3,2,2,12,,1,1,0,0,0,0,1,1,2,3,1,1,1,0,0,0,0,0,0,1,2,1,1,5,2,1,0,6,1077.12,14,,10,,1,2,10/20/2022 20:31:00,11,3,4,4,4,2,2,2,2,2,2,,2,2,3,2,4,7,,3,1,3,2,1,,"85745",0.518354594707489,1,3
987,"pvv34stbc1nutmg2",10/20/2022 20:41:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,2000,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,3,2,1,3,6,2,4,1,4,1,,,,,,,2,6,,,1,2,3,1,2,2,1,2,1,1,1,0,0,1,1,1,1,1,1,3,4,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,17,,,0,1,1,1,1,1,1,2,1,3,2,0,1,1,0,1,0,1,1,1,1,1,2,1,1,0,6,539.17,12,,13,,1,1,10/20/2022 20:32:00,11,1,1,1,1,4,1,1,1,1,1,,3,1,1,3,1,10,,1,1,1,3,2,,"85626",0.0864578187465668,1,1
988,"dxa1buxkrq312mtg",10/20/2022 20:43:00,3,2,3,1,,0,0,0,0,1,0,0,1,2,1992,0,1,0,0,0,1,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,3,4,3,9,4,2,4,2,4,,,,,,,2,5,,,3,4,1,1,1,1,2,2,4,1,0,1,0,1,3,1,2,2,3,1,2,1,1,3,1,3,2,2,3,3,2,1,4,2,2,2,12,,3,0,0,0,0,1,2,3,1,3,2,3,0,1,0,1,0,0,0,1,3,1,3,4,4,0,1,3,659.19,12,,13,,1,1,10/20/2022 20:32:00,11,3,2,2,3,6,1,1,3,1,3,1,,2,1,1,3,5,5,,3,3,1,,2,"85706",0.452724546194077,1,3
1012,"qvrmbu02y5s6gdkk",10/20/2022 21:18:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1978,0,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,2,3,1,1,5,2,4,2,4,1,,,,,,,1,1,,,2,4,1,1,1,4,1,2,2,1,0,1,0,1,1,1,4,1,1,4,4,4,3,2,1,3,3,2,1,1,3,4,2,3,1,1,12,,1,0,0,0,0,1,1,3,3,2,1,2,1,0,0,0,0,0,0,1,1,2,2,2,4,1,0,6,1876.06,14,,10,,1,2,10/20/2022 20:46:00,8,2,1,3,6,3,2,1,1,2,4,,3,3,3,1,2,5,,1,1,1,1,1,,"85031",0.482387095689774,1,2
1032,"r06wme4zrekpav66",10/20/2022 21:17:00,4,2,3,1,,0,0,0,0,1,0,0,1,1,1972,0,0,1,0,0,1,2,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,3,2,10,4,1,4,3,6,,,,,,,5,5,,,6,4,1,1,1,1,1,1,1,2,,,,1,3,1,3,1,1,1,1,1,2,3,1,2,4,2,2,4,2,4,2,1,2,2,12,,1,0,0,0,1,0,1,1,3,2,1,3,0,0,1,0,0,0,0,1,1,1,1,4,1,0,1,4,1102.36,13,,10,,5,6,10/20/2022 20:55:00,11,2,6,6,6,6,1,2,3,2,2,5,,1,1,1,1,5,3,,1,4,2,,2,"85705",0.470016032457352,1,2
1036,"3c4g07sdh6cnv2ny",10/20/2022 21:51:00,113,2,3,1,,0,0,0,0,1,0,0,1,1,1974,0,0,1,0,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,3,2,3,7,3,4,3,3,2,,,,,,,2,4,,,2,4,2,1,2,1,3,3,4,2,,,,1,1,1,1,1,1,2,4,2,2,3,1,3,1,1,1,1,1,1,1,3,1,3,12,,1,1,0,0,0,0,6,4,3,1,2,4,1,0,0,0,0,0,0,1,4,4,4,2,3,1,0,6,836.45,12,,13,,1,1,10/20/2022 21:37:00,3,1,2,1,1,6,1,2,2,1,1,,2,1,3,1,5,10,,1,1,1,1,2,,"86004",0.431166261434555,1,1
